Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,516,516,NA,17,499,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,270,270,NA,NA,270,0,0,NA,0,0,52,52,NA,NA,52,0,0,NA,0,0,16,16,NA,16,0,90,90,NA,NA,90,87,87,NA,NA,87,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,9,9,NA,8,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,8,8,NA,8,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,3952,3952,NA,1966,1986,107,107,NA,107,0,597,597,NA,486,111,170,170,NA,170,0,136,136,NA,123,13,298,298,NA,NA,298,209,209,NA,206,3,40,40,NA,NA,40,569,569,NA,459,110,1229,1229,NA,353,876,336,336,NA,NA,336,199,199,NA,NA,199,62,62,NA,62,NA
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,315,315,NA,240,75,46,46,NA,46,0,108,108,NA,102,6,17,17,NA,17,0,10,10,NA,10,0,2,2,NA,NA,2,23,23,NA,23,0,0,0,NA,NA,0,0,0,NA,0,0,42,42,NA,42,0,19,19,NA,NA,19,48,48,NA,NA,48,0,0,NA,0,NA
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,13908,13908,NA,3940,9968,230,230,NA,230,NA,668,668,NA,668,0,0,0,NA,0,NA,0,0,NA,0,0,1670,1670,NA,NA,1670,839,839,NA,839,NA,60,60,NA,NA,60,2124,2124,NA,2124,0,79,79,NA,79,NA,8058,8058,NA,NA,8058,180,180,NA,NA,180,0,0,NA,0,NA
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,3470,3470,NA,68,3402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,68,NA,68,NA,NA,NA,NA,NA,NA,3402,3402,NA,NA,3402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,61,61,NA,0,61,15,15,NA,0,15,2,2,NA,0,2,2,2,NA,0,2,0,0,NA,0,0,6,6,NA,NA,6,1,1,NA,0,1,2,2,NA,NA,2,1,1,NA,0,1,2,2,NA,0,2,22,22,NA,NA,22,8,8,NA,NA,8,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,28,28,NA,10,18,1,1,NA,0,1,1,1,NA,0,1,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,15,15,NA,NA,15,0,0,NA,NA,0,10,10,NA,10,NA
M16 [Details of deaths reported with probable causes:],16.2.2,Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,62,62,NA,12,50,3,3,NA,0,3,2,2,NA,0,2,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,45,45,NA,NA,45,0,0,NA,NA,0,11,11,NA,11,NA
M16 [Details of deaths reported with probable causes:],16.2.3,Infant Deaths up to 4 weeks due to Other causes,TOTAL,249,249,NA,155,94,7,7,NA,0,7,2,2,NA,0,2,8,8,NA,0,8,0,0,NA,0,0,11,11,NA,NA,11,0,0,NA,0,0,6,6,NA,NA,6,5,5,NA,0,5,1,1,NA,0,1,49,49,NA,NA,49,5,5,NA,NA,5,155,155,NA,155,NA
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,NA,5,1,1,NA,NA,1,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,3,3,NA,0,3,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,50,50,NA,0,50,7,7,NA,0,7,3,3,NA,0,3,5,5,NA,0,5,0,0,NA,0,0,8,8,NA,NA,8,2,2,NA,0,2,5,5,NA,NA,5,5,5,NA,0,5,3,3,NA,0,3,9,9,NA,NA,9,3,3,NA,NA,3,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.1,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,6,6,NA,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.2,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.3,Number of Child Deaths (1 -5 years) due to Fever related,TOTAL,10,10,NA,0,10,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,1,1,NA,0,1,0,0,NA,0,0,7,7,NA,NA,7,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.4,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.5,Number of Child Deaths (1 -5 years) due to Others,TOTAL,55,55,NA,0,55,3,3,NA,0,3,7,7,NA,0,7,2,2,NA,0,2,2,2,NA,0,2,7,7,NA,NA,7,3,3,NA,0,3,4,4,NA,NA,4,7,7,NA,0,7,6,6,NA,0,6,13,13,NA,NA,13,1,1,NA,NA,1,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.1,Number of Maternal Deaths due to Bleeding,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.2,Number of Maternal Deaths due to High fever,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.3,Number of Maternal Deaths due to Abortion,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.4,Number of Maternal Deaths due to Obstructed/prolonged labour,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.5,Number of Maternal Deaths due to Severe hypertesnion/fits,TOTAL,6,6,NA,3,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,NA,0,3,3,NA,3,NA
M16 [Details of deaths reported with probable causes:],16.5.6,Number of Maternal Deaths due to Other Causes (including causes not known),TOTAL,14,14,NA,9,5,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,2,0,0,0,NA,0,0,5,5,NA,NA,5,0,0,NA,NA,0,7,7,NA,7,NA
M16 [Details of deaths reported with probable causes:],16.6,Total Facility Based Maternal Death Reviews (FBMDR) done,TOTAL,8,8,NA,0,8,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,8,8,NA,NA,8,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.1,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,3,3,NA,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.2,Number of Adolscent / Adult deaths due to Tuberculosis,TOTAL,30,30,NA,0,30,6,6,NA,0,6,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,4,4,NA,NA,4,10,10,NA,0,10,2,2,NA,0,2,4,4,NA,NA,4,2,2,NA,NA,2,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.3,Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),TOTAL,103,103,NA,0,103,28,28,NA,0,28,2,2,NA,0,2,1,1,NA,0,1,0,0,NA,0,0,16,16,NA,NA,16,2,2,NA,0,2,18,18,NA,NA,18,17,17,NA,0,17,14,14,NA,0,14,2,2,NA,NA,2,3,3,NA,NA,3,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.4,Number of Adolscent / Adult deaths due to Other Fever Related,TOTAL,16,16,NA,0,16,7,7,NA,0,7,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,4,4,NA,0,4,3,3,NA,0,3,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.5,Number of Adolscent / Adult deaths due to HIV/AIDS,TOTAL,32,32,NA,0,32,7,7,NA,0,7,8,8,NA,0,8,1,1,NA,0,1,2,2,NA,0,2,3,3,NA,NA,3,1,1,NA,0,1,3,3,NA,NA,3,1,1,NA,0,1,3,3,NA,0,3,3,3,NA,NA,3,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.6,Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,TOTAL,526,526,NA,0,526,52,52,NA,0,52,83,83,NA,0,83,10,10,NA,0,10,3,3,NA,0,3,78,78,NA,NA,78,17,17,NA,0,17,50,50,NA,NA,50,71,71,NA,0,71,114,114,NA,0,114,10,10,NA,NA,10,38,38,NA,NA,38,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.7,Number of Adolscent / Adult deaths due to Cancer,TOTAL,129,129,NA,0,129,21,21,NA,0,21,27,27,NA,0,27,1,1,NA,0,1,0,0,NA,0,0,12,12,NA,NA,12,7,7,NA,0,7,12,12,NA,NA,12,25,25,NA,0,25,15,15,NA,0,15,7,7,NA,NA,7,2,2,NA,NA,2,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.8,Number of Adolscent / Adult deaths due to Neurological disease including strokes,TOTAL,51,51,NA,0,51,16,16,NA,0,16,5,5,NA,0,5,1,1,NA,0,1,0,0,NA,0,0,8,8,NA,NA,8,2,2,NA,0,2,1,1,NA,NA,1,6,6,NA,0,6,9,9,NA,0,9,2,2,NA,NA,2,1,1,NA,NA,1,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.9,Number of Adolscent / Adult deaths due to Accidents/Burn cases,TOTAL,168,168,NA,1,167,11,11,NA,0,11,15,15,NA,0,15,4,4,NA,0,4,3,3,NA,1,2,16,16,NA,NA,16,7,7,NA,0,7,32,32,NA,NA,32,15,15,NA,0,15,15,15,NA,0,15,45,45,NA,NA,45,5,5,NA,NA,5,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.10,Number of Adolscent / Adult deaths due to Suicide,TOTAL,84,84,NA,0,84,13,13,NA,0,13,10,10,NA,0,10,2,2,NA,0,2,1,1,NA,0,1,4,4,NA,NA,4,6,6,NA,0,6,12,12,NA,NA,12,13,13,NA,0,13,16,16,NA,0,16,2,2,NA,NA,2,5,5,NA,NA,5,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.11,Number of Adolscent / Adult deaths due to Animal bites and stings,TOTAL,8,8,NA,0,8,2,2,NA,0,2,1,1,NA,0,1,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,1,1,NA,NA,1,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.12,Number of Adolscent / Adult deaths due to Known Acute Disease,TOTAL,141,141,NA,0,141,22,22,NA,0,22,14,14,NA,0,14,2,2,NA,0,2,0,0,NA,0,0,33,33,NA,NA,33,1,1,NA,0,1,18,18,NA,NA,18,32,32,NA,0,32,5,5,NA,0,5,4,4,NA,NA,4,10,10,NA,NA,10,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.13,Number of Adolscent / Adult deaths due to Known Chronic Disease,TOTAL,381,381,NA,0,381,97,97,NA,0,97,57,57,NA,0,57,12,12,NA,0,12,0,0,NA,0,0,56,56,NA,NA,56,2,2,NA,0,2,29,29,NA,NA,29,38,38,NA,0,38,33,33,NA,0,33,43,43,NA,NA,43,14,14,NA,NA,14,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.14,Number of Adolscent / Adult deaths due to Causes not known,TOTAL,1401,1401,NA,0,1401,95,95,NA,0,95,207,207,NA,0,207,92,92,NA,0,92,16,16,NA,0,16,249,249,NA,NA,249,142,142,NA,0,142,210,210,NA,NA,210,112,112,NA,0,112,134,134,NA,0,134,85,85,NA,NA,85,59,59,NA,NA,59,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.1,Number of Deaths due to Malaria- Plasmodium Vivax,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.2,Number of Deaths due to Malaria- Plasmodium Falciparum,TOTAL,10,10,NA,0,10,0,0,NA,0,0,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.3,Number of Deaths due to Kala Azar,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.4,Number of Deaths due to Dengue,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.5,Number of Deaths due to Acute Encephelitis Syndrome (AES),TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.6,Number of Deaths due to Japanese Encephalitis (JE),TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
