Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,96,96,NA,63,33,15,15,NA,15,0,0,0,NA,0,0,15,15,NA,15,0,1,1,NA,1,0,8,8,NA,NA,8,0,0,NA,0,0,5,5,NA,NA,5,39,39,NA,32,7,0,0,NA,0,0,13,13,NA,NA,13,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,TOTAL,591,591,NA,270,321,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,15,15,NA,0,15,176,176,NA,NA,176,6,6,NA,0,6,5,5,NA,NA,5,245,245,NA,245,0,18,18,NA,18,0,119,119,NA,NA,119,0,0,NA,NA,0,6,6,NA,6,NA
M15 [Laboratory Testing],15.3.4.b,Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,25,25,NA,16,9,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,4,4,NA,NA,4,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,10,10,NA,10,0,5,5,NA,NA,5,0,0,NA,NA,0,6,6,NA,6,NA
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,1568,1568,NA,542,1026,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,58,58,NA,0,58,329,329,NA,NA,329,302,302,NA,302,0,58,58,NA,NA,58,215,215,NA,215,0,18,18,NA,18,0,494,494,NA,NA,494,87,87,NA,NA,87,6,6,NA,6,NA
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,20,20,NA,16,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,2,2,NA,2,0,0,0,NA,NA,0,0,0,NA,0,0,8,8,NA,8,0,3,3,NA,NA,3,0,0,NA,NA,0,6,6,NA,6,NA
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,7908,7908,NA,4323,3585,212,212,NA,212,0,1463,1463,NA,1131,332,465,465,NA,413,52,296,296,NA,239,57,693,693,NA,NA,693,493,493,NA,475,18,111,111,NA,NA,111,1322,1322,NA,1174,148,1467,1467,NA,591,876,1029,1029,NA,2,1027,271,271,NA,NA,271,86,86,NA,86,NA
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,812,812,NA,651,161,103,103,NA,103,0,196,196,NA,190,6,32,32,NA,32,0,29,29,NA,29,0,2,2,NA,NA,2,108,108,NA,104,4,0,0,NA,NA,0,74,74,NA,74,0,113,113,NA,113,0,95,95,NA,0,95,54,54,NA,NA,54,6,6,NA,6,NA
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,44930,44930,NA,9135,35795,732,732,NA,732,NA,1585,1585,NA,1585,0,0,0,NA,0,NA,0,0,NA,0,0,3477,3477,NA,NA,3477,1786,1786,NA,1786,NA,60,60,NA,NA,60,4844,4844,NA,4844,0,188,188,NA,188,NA,31945,31945,NA,NA,31945,313,313,NA,NA,313,0,0,NA,0,NA
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,12734,12734,NA,101,12633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,101,NA,101,NA,NA,NA,NA,NA,NA,12633,12633,NA,NA,12633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,127,127,0,1,126,22,22,NA,0,22,3,3,NA,1,2,4,4,NA,0,4,0,0,NA,0,0,7,7,NA,NA,7,1,1,NA,0,1,2,2,NA,NA,2,1,1,NA,0,1,3,3,NA,0,3,75,75,0,NA,75,9,9,NA,NA,9,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,75,75,0,11,64,5,5,NA,0,5,1,1,NA,0,1,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,57,57,0,NA,57,0,0,NA,NA,0,10,10,NA,10,NA
M16 [Details of deaths reported with probable causes:],16.2.2,Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,118,118,0,12,106,4,4,NA,0,4,2,2,NA,0,2,0,0,NA,0,0,1,1,NA,1,0,5,5,NA,NA,5,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,94,94,0,NA,94,1,1,NA,NA,1,11,11,NA,11,NA
M16 [Details of deaths reported with probable causes:],16.2.3,Infant Deaths up to 4 weeks due to Other causes,TOTAL,379,379,0,155,224,9,9,NA,0,9,13,13,NA,0,13,11,11,NA,0,11,2,2,NA,0,2,24,24,NA,NA,24,1,1,NA,0,1,14,14,NA,NA,14,9,9,NA,0,9,1,1,NA,0,1,134,134,0,NA,134,6,6,NA,NA,6,155,155,NA,155,NA
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,23,23,0,0,23,0,0,NA,0,0,1,1,NA,0,1,1,1,NA,0,1,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,17,17,0,NA,17,1,1,NA,NA,1,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,39,39,0,0,39,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,6,6,NA,0,6,0,0,NA,0,0,30,30,0,NA,30,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,111,110,1,1,110,10,10,NA,0,10,6,6,NA,0,6,9,9,NA,0,9,3,3,NA,0,3,15,15,NA,NA,15,3,3,NA,0,3,12,12,NA,NA,12,9,9,NA,1,8,9,9,NA,0,9,30,29,1,NA,30,5,5,NA,NA,5,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.1,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,16,16,0,0,16,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,15,15,0,NA,15,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.2,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,2,2,0,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.3,Number of Child Deaths (1 -5 years) due to Fever related,TOTAL,31,31,0,0,31,6,6,NA,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,1,1,NA,0,1,0,0,NA,0,0,23,23,0,NA,23,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.4,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.5,Number of Child Deaths (1 -5 years) due to Others,TOTAL,95,95,0,0,95,8,8,NA,0,8,10,10,NA,0,10,2,2,NA,0,2,2,2,NA,0,2,12,12,NA,NA,12,8,8,NA,0,8,10,10,NA,NA,10,12,12,NA,0,12,7,7,NA,0,7,23,23,0,NA,23,1,1,NA,NA,1,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.1,Number of Maternal Deaths due to Bleeding,TOTAL,4,4,0,0,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,2,2,0,NA,2,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.2,Number of Maternal Deaths due to High fever,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.3,Number of Maternal Deaths due to Abortion,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.4,Number of Maternal Deaths due to Obstructed/prolonged labour,TOTAL,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.5,Number of Maternal Deaths due to Severe hypertesnion/fits,TOTAL,7,7,0,3,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,4,4,0,NA,4,0,0,NA,NA,0,3,3,NA,3,NA
M16 [Details of deaths reported with probable causes:],16.5.6,Number of Maternal Deaths due to Other Causes (including causes not known),TOTAL,21,21,0,9,12,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,2,0,0,0,NA,0,0,12,12,0,NA,12,0,0,NA,NA,0,7,7,NA,7,NA
M16 [Details of deaths reported with probable causes:],16.6,Total Facility Based Maternal Death Reviews (FBMDR) done,TOTAL,16,16,0,0,16,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,16,16,0,NA,16,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.1,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,3,3,0,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.2,Number of Adolscent / Adult deaths due to Tuberculosis,TOTAL,49,49,0,0,49,12,12,NA,0,12,3,3,NA,0,3,1,1,NA,0,1,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,8,8,NA,NA,8,11,11,NA,0,11,4,4,NA,0,4,5,5,0,NA,5,3,3,NA,NA,3,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.3,Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),TOTAL,211,211,0,4,207,39,39,NA,0,39,18,18,NA,0,18,1,1,NA,0,1,0,0,NA,0,0,34,34,NA,NA,34,2,2,NA,0,2,37,37,NA,NA,37,48,48,NA,4,44,24,24,NA,0,24,4,4,0,NA,4,4,4,NA,NA,4,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.4,Number of Adolscent / Adult deaths due to Other Fever Related,TOTAL,37,37,0,0,37,11,11,NA,0,11,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,2,2,NA,NA,2,7,7,NA,0,7,3,3,NA,0,3,0,0,0,NA,0,10,10,NA,NA,10,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.5,Number of Adolscent / Adult deaths due to HIV/AIDS,TOTAL,55,53,2,0,55,11,11,NA,0,11,12,12,NA,0,12,1,1,NA,0,1,3,3,NA,0,3,8,8,NA,NA,8,1,1,NA,0,1,6,6,NA,NA,6,3,3,NA,0,3,5,5,NA,0,5,5,3,2,NA,5,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.6,Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,TOTAL,1119,1115,4,1,1118,112,112,NA,0,112,169,169,NA,1,168,22,22,NA,0,22,30,30,NA,0,30,205,205,NA,NA,205,22,22,NA,0,22,92,92,NA,NA,92,169,169,NA,0,169,201,201,NA,0,201,45,41,4,NA,45,52,52,NA,NA,52,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.7,Number of Adolscent / Adult deaths due to Cancer,TOTAL,264,262,2,0,264,70,70,NA,0,70,48,48,NA,0,48,3,3,NA,0,3,1,1,NA,0,1,23,23,NA,NA,23,9,9,NA,0,9,20,20,NA,NA,20,37,37,NA,0,37,29,29,NA,0,29,20,18,2,NA,20,4,4,NA,NA,4,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.8,Number of Adolscent / Adult deaths due to Neurological disease including strokes,TOTAL,110,108,2,2,108,33,33,NA,0,33,6,6,NA,0,6,1,1,NA,0,1,0,0,NA,0,0,11,11,NA,NA,11,3,3,NA,0,3,1,1,NA,NA,1,18,18,NA,2,16,26,26,NA,0,26,7,5,2,NA,7,4,4,NA,NA,4,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.9,Number of Adolscent / Adult deaths due to Accidents/Burn cases,TOTAL,454,453,1,1,453,31,31,NA,0,31,40,40,NA,0,40,9,9,NA,0,9,5,5,NA,1,4,35,35,NA,NA,35,13,13,NA,0,13,65,65,NA,NA,65,36,36,NA,0,36,32,32,NA,0,32,183,182,1,NA,183,5,5,NA,NA,5,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.10,Number of Adolscent / Adult deaths due to Suicide,TOTAL,180,180,0,1,179,29,29,NA,0,29,31,31,NA,0,31,6,6,NA,0,6,3,3,NA,0,3,13,13,NA,NA,13,11,11,NA,0,11,31,31,NA,NA,31,19,19,NA,1,18,24,24,NA,0,24,6,6,0,NA,6,7,7,NA,NA,7,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.11,Number of Adolscent / Adult deaths due to Animal bites and stings,TOTAL,21,21,0,0,21,11,11,NA,0,11,1,1,NA,0,1,1,1,NA,0,1,0,0,NA,0,0,1,1,NA,NA,1,2,2,NA,0,2,1,1,NA,NA,1,3,3,NA,0,3,0,0,NA,0,0,0,0,0,NA,0,1,1,NA,NA,1,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.12,Number of Adolscent / Adult deaths due to Known Acute Disease,TOTAL,312,312,0,0,312,67,67,NA,0,67,28,28,NA,0,28,8,8,NA,0,8,2,2,NA,0,2,59,59,NA,NA,59,3,3,NA,0,3,33,33,NA,NA,33,61,61,NA,0,61,21,21,NA,0,21,13,13,0,NA,13,17,17,NA,NA,17,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.13,Number of Adolscent / Adult deaths due to Known Chronic Disease,TOTAL,834,831,3,3,831,172,172,NA,0,172,125,125,NA,0,125,33,33,NA,0,33,18,18,NA,0,18,140,140,NA,NA,140,18,18,NA,0,18,74,74,NA,NA,74,69,69,NA,3,66,61,61,NA,0,61,87,84,3,NA,87,37,37,NA,NA,37,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.14,Number of Adolscent / Adult deaths due to Causes not known,TOTAL,3376,3367,9,0,3376,238,238,NA,0,238,579,579,NA,0,579,198,198,NA,0,198,92,92,NA,0,92,680,680,NA,NA,680,253,253,NA,0,253,425,425,NA,NA,425,283,283,NA,0,283,298,298,NA,0,298,203,194,9,NA,203,127,127,NA,NA,127,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.1,Number of Deaths due to Malaria- Plasmodium Vivax,TOTAL,5,5,NA,3,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,3,3,NA,3,NA
M16 [Details of deaths reported with probable causes:],16.8.2,Number of Deaths due to Malaria- Plasmodium Falciparum,TOTAL,10,10,NA,0,10,0,0,NA,0,0,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.3,Number of Deaths due to Kala Azar,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.4,Number of Deaths due to Dengue,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.5,Number of Deaths due to Acute Encephelitis Syndrome (AES),TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.6,Number of Deaths due to Japanese Encephalitis (JE),TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
