Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,579,579,NA,17,562,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,274,274,NA,NA,274,0,0,NA,0,0,53,53,NA,NA,53,0,0,NA,0,0,16,16,NA,16,0,148,148,NA,NA,148,87,87,NA,NA,87,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,9,9,NA,8,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,8,8,NA,8,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,4701,4701,NA,2358,2343,113,113,NA,113,0,745,745,NA,621,124,202,202,NA,202,0,178,178,NA,141,37,417,417,NA,NA,417,233,233,NA,225,8,80,80,NA,NA,80,723,723,NA,576,147,1287,1287,NA,411,876,451,451,NA,NA,451,203,203,NA,NA,203,69,69,NA,69,NA
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,373,373,NA,288,85,46,46,NA,46,0,150,150,NA,144,6,19,19,NA,19,0,14,14,NA,14,0,2,2,NA,NA,2,25,25,NA,23,2,0,0,NA,NA,0,0,0,NA,0,0,42,42,NA,42,0,27,27,NA,NA,27,48,48,NA,NA,48,0,0,NA,0,NA
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,19102,19102,NA,4750,14352,322,322,NA,322,NA,811,811,NA,811,0,0,0,NA,0,NA,0,0,NA,0,0,1929,1929,NA,NA,1929,983,983,NA,983,NA,60,60,NA,NA,60,2555,2555,NA,2555,0,79,79,NA,79,NA,12176,12176,NA,NA,12176,187,187,NA,NA,187,0,0,NA,0,NA
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,4841,4841,NA,78,4763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,78,NA,78,NA,NA,NA,NA,NA,NA,4763,4763,NA,NA,4763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,75,75,NA,0,75,17,17,NA,0,17,2,2,NA,0,2,2,2,NA,0,2,0,0,NA,0,0,6,6,NA,NA,6,1,1,NA,0,1,2,2,NA,NA,2,1,1,NA,0,1,2,2,NA,0,2,34,34,NA,NA,34,8,8,NA,NA,8,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,43,43,NA,11,32,4,4,NA,0,4,1,1,NA,0,1,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,26,26,NA,NA,26,0,0,NA,NA,0,10,10,NA,10,NA
M16 [Details of deaths reported with probable causes:],16.2.2,Infant Deaths up to 4 weeks due to Asphyxia,TOTAL,83,83,NA,12,71,3,3,NA,0,3,2,2,NA,0,2,0,0,NA,0,0,1,1,NA,1,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,64,64,NA,NA,64,1,1,NA,NA,1,11,11,NA,11,NA
M16 [Details of deaths reported with probable causes:],16.2.3,Infant Deaths up to 4 weeks due to Other causes,TOTAL,288,288,NA,155,133,8,8,NA,0,8,7,7,NA,0,7,9,9,NA,0,9,0,0,NA,0,0,16,16,NA,NA,16,1,1,NA,0,1,7,7,NA,NA,7,6,6,NA,0,6,1,1,NA,0,1,73,73,NA,NA,73,5,5,NA,NA,5,155,155,NA,155,NA
M16 [Details of deaths reported with probable causes:],16.3.1,Number of Infant Deaths (1 -12 months) due to Pneumonia,TOTAL,12,12,NA,0,12,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,7,7,NA,NA,7,1,1,NA,NA,1,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.2,Number of Infant Deaths (1 -12 months) due to Diarrhoea,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.3,Number of Infant Deaths (1 -12 months) due to Fever related,TOTAL,15,15,NA,0,15,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,4,4,NA,0,4,0,0,NA,0,0,10,10,NA,NA,10,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.4,Number of Infant Deaths (1 -12 months) due to Measles,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.3.5,Number of Infant Deaths (1 -12 months) due to Others,TOTAL,59,59,NA,0,59,7,7,NA,0,7,3,3,NA,0,3,5,5,NA,0,5,1,1,NA,0,1,9,9,NA,NA,9,3,3,NA,0,3,7,7,NA,NA,7,5,5,NA,0,5,3,3,NA,0,3,13,13,NA,NA,13,3,3,NA,NA,3,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.1,Number of Child Deaths (1 -5 years) due to Pneumonia,TOTAL,7,7,NA,0,7,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,6,6,NA,NA,6,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.2,Number of Child Deaths (1 -5 years) due to Diarrhoea,TOTAL,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.3,Number of Child Deaths (1 -5 years) due to Fever related,TOTAL,17,17,NA,0,17,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,1,1,NA,0,1,0,0,NA,0,0,14,14,NA,NA,14,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.4,Number of Child Deaths (1 -5 years) due to Measles,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.4.5,Number of Child Deaths (1 -5 years) due to Others,TOTAL,63,63,NA,0,63,5,5,NA,0,5,7,7,NA,0,7,2,2,NA,0,2,2,2,NA,0,2,8,8,NA,NA,8,5,5,NA,0,5,4,4,NA,NA,4,8,8,NA,0,8,6,6,NA,0,6,15,15,NA,NA,15,1,1,NA,NA,1,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.1,Number of Maternal Deaths due to Bleeding,TOTAL,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.2,Number of Maternal Deaths due to High fever,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.3,Number of Maternal Deaths due to Abortion,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.4,Number of Maternal Deaths due to Obstructed/prolonged labour,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.5.5,Number of Maternal Deaths due to Severe hypertesnion/fits,TOTAL,7,7,NA,3,4,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,4,4,NA,NA,4,0,0,NA,NA,0,3,3,NA,3,NA
M16 [Details of deaths reported with probable causes:],16.5.6,Number of Maternal Deaths due to Other Causes (including causes not known),TOTAL,16,16,NA,9,7,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,2,0,0,0,NA,0,0,7,7,NA,NA,7,0,0,NA,NA,0,7,7,NA,7,NA
M16 [Details of deaths reported with probable causes:],16.6,Total Facility Based Maternal Death Reviews (FBMDR) done,TOTAL,12,12,NA,0,12,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,12,12,NA,NA,12,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.1,Number of Adolscent / Adult deaths due to Diarrhoeal diseases,TOTAL,3,3,NA,0,3,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.2,Number of Adolscent / Adult deaths due to Tuberculosis,TOTAL,36,36,NA,0,36,8,8,NA,0,8,2,2,NA,0,2,1,1,NA,0,1,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,6,6,NA,NA,6,10,10,NA,0,10,2,2,NA,0,2,4,4,NA,NA,4,2,2,NA,NA,2,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.3,Number of Adolscent / Adult deaths due to Respiratory diseases including infections (other than TB),TOTAL,128,128,NA,3,125,31,31,NA,0,31,10,10,NA,0,10,1,1,NA,0,1,0,0,NA,0,0,20,20,NA,NA,20,2,2,NA,0,2,21,21,NA,NA,21,24,24,NA,3,21,14,14,NA,0,14,2,2,NA,NA,2,3,3,NA,NA,3,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.4,Number of Adolscent / Adult deaths due to Other Fever Related,TOTAL,20,20,NA,0,20,9,9,NA,0,9,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,4,4,NA,0,4,3,3,NA,0,3,0,0,NA,NA,0,3,3,NA,NA,3,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.5,Number of Adolscent / Adult deaths due to HIV/AIDS,TOTAL,34,34,NA,0,34,7,7,NA,0,7,8,8,NA,0,8,1,1,NA,0,1,2,2,NA,0,2,3,3,NA,NA,3,1,1,NA,0,1,3,3,NA,NA,3,1,1,NA,0,1,5,5,NA,0,5,3,3,NA,NA,3,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.6,Number of Adolscent / Adult deaths due to Heart disease/Hypertension related,TOTAL,619,619,NA,1,618,63,63,NA,0,63,97,97,NA,1,96,12,12,NA,0,12,4,4,NA,0,4,92,92,NA,NA,92,20,20,NA,0,20,59,59,NA,NA,59,81,81,NA,0,81,136,136,NA,0,136,16,16,NA,NA,16,39,39,NA,NA,39,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.7,Number of Adolscent / Adult deaths due to Cancer,TOTAL,143,143,NA,0,143,26,26,NA,0,26,28,28,NA,0,28,1,1,NA,0,1,0,0,NA,0,0,15,15,NA,NA,15,7,7,NA,0,7,12,12,NA,NA,12,28,28,NA,0,28,15,15,NA,0,15,9,9,NA,NA,9,2,2,NA,NA,2,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.8,Number of Adolscent / Adult deaths due to Neurological disease including strokes,TOTAL,62,62,NA,1,61,19,19,NA,0,19,5,5,NA,0,5,1,1,NA,0,1,0,0,NA,0,0,8,8,NA,NA,8,2,2,NA,0,2,1,1,NA,NA,1,9,9,NA,1,8,12,12,NA,0,12,3,3,NA,NA,3,2,2,NA,NA,2,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.9,Number of Adolscent / Adult deaths due to Accidents/Burn cases,TOTAL,216,216,NA,1,215,19,19,NA,0,19,18,18,NA,0,18,4,4,NA,0,4,4,4,NA,1,3,20,20,NA,NA,20,8,8,NA,0,8,37,37,NA,NA,37,19,19,NA,0,19,19,19,NA,0,19,63,63,NA,NA,63,5,5,NA,NA,5,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.10,Number of Adolscent / Adult deaths due to Suicide,TOTAL,96,96,NA,0,96,16,16,NA,0,16,11,11,NA,0,11,2,2,NA,0,2,1,1,NA,0,1,6,6,NA,NA,6,8,8,NA,0,8,12,12,NA,NA,12,15,15,NA,0,15,18,18,NA,0,18,2,2,NA,NA,2,5,5,NA,NA,5,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.11,Number of Adolscent / Adult deaths due to Animal bites and stings,TOTAL,8,8,NA,0,8,2,2,NA,0,2,1,1,NA,0,1,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,0,1,1,1,NA,NA,1,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.12,Number of Adolscent / Adult deaths due to Known Acute Disease,TOTAL,174,174,NA,0,174,40,40,NA,0,40,19,19,NA,0,19,2,2,NA,0,2,0,0,NA,0,0,33,33,NA,NA,33,1,1,NA,0,1,21,21,NA,NA,21,34,34,NA,0,34,7,7,NA,0,7,7,7,NA,NA,7,10,10,NA,NA,10,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.13,Number of Adolscent / Adult deaths due to Known Chronic Disease,TOTAL,443,443,NA,0,443,116,116,NA,0,116,62,62,NA,0,62,13,13,NA,0,13,0,0,NA,0,0,66,66,NA,NA,66,3,3,NA,0,3,32,32,NA,NA,32,41,41,NA,0,41,42,42,NA,0,42,53,53,NA,NA,53,15,15,NA,NA,15,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.7.14,Number of Adolscent / Adult deaths due to Causes not known,TOTAL,1699,1699,NA,0,1699,120,120,NA,0,120,258,258,NA,0,258,109,109,NA,0,109,17,17,NA,0,17,304,304,NA,NA,304,178,178,NA,0,178,254,254,NA,NA,254,140,140,NA,0,140,153,153,NA,0,153,99,99,NA,NA,99,67,67,NA,NA,67,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.1,Number of Deaths due to Malaria- Plasmodium Vivax,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.2,Number of Deaths due to Malaria- Plasmodium Falciparum,TOTAL,10,10,NA,0,10,0,0,NA,0,0,10,10,NA,0,10,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.3,Number of Deaths due to Kala Azar,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.4,Number of Deaths due to Dengue,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.5,Number of Deaths due to Acute Encephelitis Syndrome (AES),TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.8.6,Number of Deaths due to Japanese Encephalitis (JE),TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
